Hours_Studied,Attendance,Previous_Scores,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Motivation_Level,Internet_Access,Family_Income,Peer_Influence,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,GROUP,GROUP_LABEL,Exam_Score
24,67,77,7,0,2,2,2,1,0,1,2,2,0,1,2,0,2,Khá,68
18,74,65,8,0,4,1,0,0,2,1,1,2,0,1,1,0,0,Yếu,64
20,90,88,4,3,3,2,0,0,1,1,0,0,0,0,1,1,2,Khá,69
23,90,73,6,1,2,1,1,1,0,0,2,2,0,0,2,0,2,Khá,69
11,87,92,7,1,5,1,1,1,1,1,1,2,0,0,1,0,1,Trung bình,67
17,69,70,7,0,3,1,1,1,0,1,0,1,1,1,1,1,0,Yếu,61
25,84,91,5,1,4,2,1,1,0,1,1,2,1,2,1,0,3,Giỏi,70
12,83,86,7,1,4,0,1,1,0,1,2,0,0,1,2,0,0,Yếu,65
22,79,91,7,0,4,1,1,1,0,1,0,2,1,1,1,1,1,Trung bình,66
12,82,91,10,3,3,0,1,1,1,1,0,0,0,2,2,1,1,Trung bình,66
23,80,74,9,4,3,1,2,1,1,1,1,0,0,0,1,1,2,Khá,69
20,83,68,7,1,1,1,1,1,2,1,1,2,0,0,2,0,1,Trung bình,67
10,89,88,7,2,2,2,2,1,1,1,2,2,0,2,2,0,3,Giỏi,71
27,64,68,9,1,4,2,2,1,2,1,0,1,0,0,2,1,2,Khá,68
16,90,54,7,2,3,1,1,0,2,0,1,2,0,0,2,0,1,Trung bình,67
15,65,93,5,2,4,2,1,0,0,1,0,1,1,0,2,0,0,Yếu,63
21,63,70,10,1,2,1,1,0,0,1,2,2,0,1,2,0,0,Yếu,64
27,99,57,6,3,3,2,1,1,1,1,0,1,0,1,1,1,3,Giỏi,73
14,98,82,10,1,3,1,1,1,2,1,0,2,0,0,1,1,2,Khá,69
20,62,94,8,1,3,2,0,0,2,1,1,2,0,0,2,0,0,Yếu,65
23,78,93,6,0,5,2,0,1,1,1,1,2,0,2,2,1,3,Giỏi,70
24,67,78,4,1,2,2,1,1,0,1,0,2,0,0,2,0,1,Trung bình,67
21,79,54,8,3,3,1,0,1,2,1,0,2,0,2,1,0,1,Trung bình,67
18,93,85,5,0,3,1,2,1,1,1,0,2,0,0,2,1,3,Giỏi,70
15,98,80,8,2,2,2,0,0,0,0,2,0,0,2,2,0,2,Khá,69
21,85,61,10,2,2,2,1,0,2,1,1,1,1,0,2,1,2,Khá,68
14,74,95,5,1,3,1,2,0,2,1,0,2,1,1,2,1,1,Trung bình,66
2,84,54,8,3,4,0,2,0,0,1,0,2,0,0,2,1,0,Yếu,62
23,72,69,6,2,4,1,1,1,0,1,2,2,0,0,2,1,1,Trung bình,67
25,96,55,9,2,4,1,0,1,2,1,1,1,0,0,1,1,3,Giỏi,71
6,95,96,7,4,2,2,1,1,1,1,0,1,0,0,1,0,2,Khá,68
14,82,52,7,3,2,2,1,1,2,1,0,0,0,0,2,0,1,Trung bình,66
24,73,71,9,0,3,0,1,1,2,1,0,1,0,0,1,1,0,Yếu,64
32,72,93,8,1,4,2,1,1,0,1,0,1,0,2,2,0,3,Giỏi,71
20,61,63,6,1,4,0,0,1,1,1,1,2,0,1,0,1,0,Yếu,61
16,93,55,10,2,2,1,2,0,1,0,0,1,0,1,2,1,1,Trung bình,67
19,78,56,5,3,4,1,0,1,0,1,2,1,0,1,1,0,0,Yếu,65
28,73,70,7,0,6,2,1,1,0,0,0,0,0,1,1,0,1,Trung bình,66
16,79,71,6,2,4,2,2,1,1,1,0,1,0,0,2,0,2,Khá,68
15,93,86,5,0,2,1,1,0,1,1,0,1,0,1,0,1,1,Trung bình,66
17,65,62,5,2,4,1,1,0,1,1,1,2,0,0,2,0,0,Yếu,63
14,94,85,7,1,3,0,0,1,0,1,2,1,0,0,1,0,1,Trung bình,66
21,96,100,8,1,2,1,2,0,1,1,2,2,0,1,2,0,3,Giỏi,73
30,98,93,9,1,3,1,0,1,1,1,0,2,0,0,2,1,3,Giỏi,88
22,76,82,9,0,4,1,1,0,2,1,1,1,0,0,2,1,1,Trung bình,67
18,69,97,7,2,2,2,2,1,1,1,1,2,0,1,2,0,2,Khá,69
18,75,100,6,2,3,1,0,1,2,1,0,2,0,0,2,0,1,Trung bình,67
11,73,79,9,1,2,1,2,1,1,1,0,1,0,0,2,1,0,Yếu,64
25,67,64,6,0,2,1,2,1,1,0,0,1,0,0,1,1,0,Yếu,64
20,84,96,5,1,2,0,1,0,0,1,0,0,0,0,2,1,0,Yếu,65
19,79,92,8,1,2,1,1,0,2,1,1,2,0,0,2,1,2,Khá,68
39,95,54,9,2,3,1,2,1,2,1,1,2,0,0,1,1,3,Giỏi,77
22,61,97,6,0,2,1,1,1,2,1,0,0,1,0,2,1,0,Yếu,63
15,86,68,10,0,5,2,2,1,1,1,2,1,0,1,2,1,2,Khá,69
17,91,66,8,3,2,1,1,1,1,1,1,2,0,1,2,1,2,Khá,69
27,90,67,8,2,3,1,0,0,1,1,1,0,0,2,2,1,3,Giỏi,70
21,95,66,6,1,4,2,1,1,2,1,1,2,0,1,2,1,3,Giỏi,73
11,89,76,9,1,3,1,0,1,1,1,1,1,0,2,0,1,1,Trung bình,66
26,97,79,5,2,3,1,0,0,2,1,0,2,0,0,2,0,3,Giỏi,71
16,73,71,6,2,5,1,0,1,1,1,2,2,0,1,2,1,1,Trung bình,66
31,80,71,6,2,3,1,1,1,2,1,0,1,0,0,2,0,3,Giỏi,71
26,61,87,5,3,2,1,0,1,1,1,2,2,1,0,2,1,1,Trung bình,66
17,60,50,8,0,4,1,2,1,2,1,0,2,0,0,2,0,0,Yếu,63
28,70,97,8,5,5,2,2,1,1,1,0,0,1,0,2,1,3,Giỏi,70
20,64,86,8,1,2,2,1,1,1,1,1,1,0,2,2,1,1,Trung bình,66
25,70,85,7,1,4,1,1,0,1,1,1,0,0,0,2,1,1,Trung bình,66
23,67,71,8,2,4,1,1,0,2,1,1,1,0,1,1,0,1,Trung bình,66
15,61,98,7,1,3,1,1,0,1,1,1,1,0,0,2,1,0,Yếu,62
16,96,50,6,1,3,1,1,0,2,1,1,2,0,1,2,1,2,Khá,69
26,60,54,6,1,1,0,2,1,0,1,0,2,0,2,1,1,0,Yếu,63
18,89,90,4,1,2,1,0,1,0,1,2,2,1,2,2,0,2,Khá,68
18,66,87,9,1,3,1,2,0,1,1,1,2,0,0,1,1,0,Yếu,64
14,96,64,9,2,3,0,2,1,2,1,0,1,0,2,1,1,2,Khá,69
23,96,80,10,3,3,0,1,1,0,1,0,2,0,0,2,1,3,Giỏi,71
32,86,77,6,2,4,1,1,1,1,0,1,0,0,0,2,1,3,Giỏi,71
14,87,76,6,1,4,1,1,0,1,1,0,2,0,1,0,0,1,Trung bình,66
20,60,80,4,2,3,1,1,1,0,1,2,2,1,1,1,1,0,Yếu,63
28,99,100,8,0,2,0,1,1,0,1,1,2,0,0,0,1,3,Giỏi,72
20,95,99,8,1,3,1,1,1,0,0,0,1,0,1,2,0,3,Giỏi,70
23,96,99,9,0,2,1,0,0,1,1,2,1,0,1,2,0,3,Giỏi,71
14,86,77,6,3,3,0,0,1,1,1,2,1,0,0,0,1,0,Yếu,65
23,74,66,8,0,4,1,0,1,0,1,2,0,0,2,2,0,0,Yếu,65
19,96,78,6,1,2,0,1,0,2,1,0,2,0,0,0,1,1,Trung bình,67
26,72,81,9,0,3,2,1,0,2,1,1,1,0,0,2,1,2,Khá,68
27,83,66,8,3,4,1,1,1,1,1,1,2,0,1,0,0,3,Giỏi,70
36,64,82,5,2,2,1,1,1,1,1,1,2,0,0,2,0,3,Giỏi,70
23,97,81,7,2,3,0,2,1,0,1,1,1,0,0,2,1,3,Giỏi,72
22,66,95,4,1,5,1,2,0,1,1,0,1,0,1,1,1,0,Yếu,65
21,69,62,5,2,3,1,1,1,2,1,0,2,0,0,2,1,0,Yếu,65
18,82,85,5,3,4,2,1,1,2,1,1,1,0,2,2,1,3,Giỏi,71
22,91,73,6,3,4,2,2,1,0,1,2,2,0,2,2,1,3,Giỏi,74
18,85,56,7,0,4,0,1,0,0,1,0,2,0,0,1,1,0,Yếu,64
21,69,66,7,1,4,1,1,0,2,1,1,1,0,0,0,0,0,Yếu,64
28,60,53,7,3,3,1,2,1,0,1,0,1,0,0,2,0,0,Yếu,65
14,90,66,7,1,5,0,1,1,1,1,1,1,0,1,2,1,1,Trung bình,67
27,99,53,7,2,3,2,1,0,0,1,0,1,0,1,2,1,3,Giỏi,73
28,92,96,5,1,3,0,2,0,2,1,1,1,0,1,1,1,3,Giỏi,72
19,78,55,7,0,3,1,1,0,0,1,1,2,0,1,2,1,0,Yếu,65
7,96,91,9,0,4,1,2,0,1,1,0,1,0,1,2,1,1,Trung bình,67
16,76,95,7,2,3,1,1,1,0,1,1,0,0,0,2,0,1,Trung bình,66
28,81,73,8,0,3,2,1,1,0,1,1,0,0,2,2,1,3,Giỏi,70
20,79,53,8,2,3,2,1,0,1,1,1,1,0,0,1,0,1,Trung bình,66
14,78,80,8,1,1,2,2,1,0,1,1,1,0,0,2,0,1,Trung bình,66
17,91,62,7,3,3,1,0,1,0,1,2,0,0,2,2,1,2,Khá,68
25,81,59,8,3,4,0,1,1,0,1,0,2,0,1,2,1,2,Khá,68
23,73,78,8,0,4,2,2,0,0,1,2,1,0,0,1,0,1,Trung bình,67
19,70,68,8,1,3,2,1,1,2,0,0,2,0,1,2,0,0,Yếu,65
18,62,87,8,4,4,1,0,1,1,1,0,2,0,1,2,0,0,Yếu,64
18,83,80,5,1,2,2,1,0,2,1,2,2,0,1,2,1,3,Giỏi,70
14,69,91,5,0,3,0,1,0,1,1,2,2,0,1,1,1,0,Yếu,63
30,66,53,6,2,2,1,2,0,0,0,0,2,0,0,2,1,0,Yếu,65
18,86,62,9,4,2,0,1,1,1,1,1,0,1,2,2,0,1,Trung bình,67
27,87,78,7,3,5,1,1,1,0,1,0,0,0,0,2,0,3,Giỏi,71
29,90,94,7,1,4,2,1,1,1,1,0,1,0,0,2,0,3,Giỏi,73
26,80,91,4,1,3,1,1,0,0,1,0,1,0,0,0,1,1,Trung bình,67
17,96,84,7,2,3,2,1,1,1,1,0,2,0,1,2,0,3,Giỏi,72
22,97,79,7,2,0,1,1,0,2,1,1,2,0,0,0,1,3,Giỏi,71
20,92,82,4,0,4,1,2,1,2,1,1,1,0,2,2,1,3,Giỏi,72
15,85,61,7,1,3,2,2,1,1,1,1,0,0,0,2,1,2,Khá,68
22,72,80,5,2,3,0,0,1,1,1,0,1,0,1,2,0,0,Yếu,65
13,99,75,6,1,4,2,1,0,0,1,1,2,1,1,0,0,2,Khá,68
27,71,69,8,1,4,1,0,0,1,1,2,2,0,1,2,1,1,Trung bình,67
17,68,94,7,1,4,1,1,0,2,1,2,1,0,1,1,0,1,Trung bình,66
21,78,91,6,0,1,1,0,1,1,1,1,1,1,0,2,1,0,Yếu,64
22,62,54,6,3,3,2,1,0,1,1,0,1,0,2,2,1,0,Yếu,65
18,99,99,6,0,3,1,1,0,1,1,0,1,0,0,1,1,2,Khá,69
24,84,61,7,2,2,1,1,1,1,1,1,2,0,0,0,1,2,Khá,68
17,82,61,5,3,4,2,2,0,1,1,1,1,0,2,2,1,2,Khá,69
25,86,97,9,1,3,1,1,1,0,1,2,1,0,0,1,1,3,Giỏi,70
12,80,72,5,1,4,2,1,0,1,1,2,2,1,0,2,0,0,Yếu,65
21,61,90,4,2,3,1,1,0,0,1,1,1,0,0,2,1,0,Yếu,63
32,84,64,8,1,3,0,1,1,1,1,0,2,0,1,2,0,3,Giỏi,71
14,89,94,6,0,2,1,2,1,0,1,0,1,0,2,2,1,2,Khá,68
16,77,92,7,5,3,1,1,1,2,1,0,2,0,2,2,0,3,Giỏi,70
23,90,76,8,2,3,1,2,1,2,1,1,2,0,0,2,0,3,Giỏi,72
21,69,85,6,3,1,1,1,1,1,1,0,1,0,1,0,0,0,Yếu,64
22,69,98,7,0,2,0,1,0,0,1,0,2,0,2,1,1,0,Yếu,64
23,66,73,8,2,2,1,0,1,2,1,2,2,0,1,2,0,1,Trung bình,66
24,75,75,9,0,3,1,2,1,2,1,1,2,0,1,0,1,2,Khá,69
27,94,86,6,2,2,1,0,0,1,1,1,1,0,0,2,0,3,Giỏi,71
22,93,69,6,0,3,1,2,1,2,1,2,0,1,0,2,1,2,Khá,69
19,75,98,8,1,3,2,1,0,0,1,0,1,0,2,1,1,1,Trung bình,67
24,84,52,7,0,3,0,1,1,1,1,0,1,0,0,2,1,1,Trung bình,66
31,89,70,7,2,2,1,1,0,1,1,0,2,0,0,1,0,3,Giỏi,71
19,70,86,9,2,2,1,0,1,0,1,2,1,1,0,2,1,0,Yếu,63
14,67,71,4,0,4,1,0,0,1,1,2,1,0,1,2,0,0,Yếu,62
27,99,63,5,0,4,1,2,0,1,1,1,1,0,0,2,0,3,Giỏi,73
19,85,71,4,1,3,2,1,0,0,1,1,0,0,0,0,0,1,Trung bình,66
7,99,94,9,3,2,2,1,1,1,1,2,2,0,2,1,1,3,Giỏi,72
25,74,77,8,1,2,2,0,1,0,1,0,1,0,2,1,0,1,Trung bình,67
17,88,67,5,0,3,0,0,0,1,0,1,1,0,2,2,1,0,Yếu,65
19,69,84,7,2,4,1,1,1,1,1,1,1,0,0,2,1,1,Trung bình,66
22,70,81,7,3,2,2,1,1,0,1,1,1,0,2,1,0,2,Khá,68
21,80,78,4,1,4,1,2,1,1,1,1,1,0,0,2,0,2,Khá,69
24,73,70,7,0,3,2,1,1,1,1,2,0,0,2,2,0,2,Khá,68
17,67,54,5,0,2,1,2,1,1,1,0,0,0,0,1,1,0,Yếu,61
23,71,81,8,3,2,2,0,1,1,1,1,2,0,0,2,1,2,Khá,68
18,61,71,5,3,3,2,0,1,0,1,2,1,0,1,2,1,0,Yếu,64
24,88,71,7,1,3,1,0,1,0,0,0,1,0,1,1,1,1,Trung bình,67
24,80,62,9,3,3,0,2,1,2,1,2,1,0,0,1,1,2,Khá,68
14,64,62,8,1,4,1,2,0,0,1,1,2,1,0,1,1,0,Yếu,61
27,67,89,8,1,3,2,0,0,0,1,0,2,0,2,2,0,1,Trung bình,66
17,64,74,7,2,2,2,0,1,0,1,1,2,0,2,2,0,0,Yếu,64
25,85,55,5,3,3,0,1,0,0,1,2,0,0,0,1,0,1,Trung bình,67
22,64,52,6,2,4,1,2,0,0,1,2,0,0,1,1,0,0,Yếu,64
31,90,61,7,0,3,2,2,0,0,1,0,2,0,0,2,1,3,Giỏi,72
19,61,74,7,2,3,1,1,0,0,1,2,0,0,2,0,1,0,Yếu,62
18,70,81,5,2,2,2,1,1,0,1,0,0,0,0,0,0,0,Yếu,63
20,96,57,8,1,4,2,2,0,0,1,0,1,0,0,2,1,3,Giỏi,70
18,89,72,5,3,3,2,1,0,0,1,1,2,0,1,1,1,2,Khá,69
25,63,54,9,3,2,0,1,1,1,1,1,2,0,0,2,1,0,Yếu,64
10,93,52,7,2,3,0,1,0,1,1,1,2,0,2,2,1,1,Trung bình,66
14,80,93,8,3,4,0,1,1,1,1,0,2,0,0,2,0,1,Trung bình,67
14,94,83,8,4,5,2,2,1,1,1,1,0,1,2,2,0,3,Giỏi,71
26,84,89,10,0,1,1,2,1,1,1,0,2,0,0,0,0,3,Giỏi,70
30,87,59,7,2,3,0,1,0,1,1,1,1,0,0,1,1,2,Khá,69
19,100,66,6,0,3,1,0,0,2,1,0,1,0,0,1,1,2,Khá,68
19,69,72,6,1,1,1,2,1,1,0,0,1,0,1,2,0,0,Yếu,64
20,85,83,9,3,3,2,1,1,0,1,1,2,1,1,2,1,3,Giỏi,70
27,78,77,5,0,3,2,0,1,1,1,1,1,0,2,2,1,2,Khá,69
14,62,78,6,0,2,1,1,1,1,1,2,2,0,1,2,0,0,Yếu,63
21,61,58,7,1,3,0,1,0,1,1,1,0,0,0,2,0,0,Yếu,60
26,65,74,7,2,4,2,0,0,1,1,0,0,0,0,2,0,0,Yếu,65
23,86,91,8,0,0,1,1,0,1,1,0,0,0,0,2,1,1,Trung bình,67
21,83,75,5,1,4,1,0,0,0,1,1,0,0,1,2,1,1,Trung bình,66
26,82,60,7,3,3,0,2,0,1,0,0,1,0,2,2,0,2,Khá,68
4,61,71,7,0,1,0,2,1,2,1,0,2,0,2,2,1,0,Yếu,58
24,79,88,5,0,3,0,2,1,1,1,1,1,0,0,1,0,1,Trung bình,67
16,97,57,8,0,4,1,1,1,0,1,1,2,1,0,2,1,2,Khá,68
9,76,79,7,1,3,1,1,1,1,1,0,1,0,0,2,0,0,Yếu,62
23,85,98,7,2,3,0,2,0,2,0,0,0,0,2,1,0,2,Khá,69
28,91,69,6,1,4,1,2,1,2,1,1,1,0,0,0,1,3,Giỏi,73
19,91,52,6,2,4,2,0,0,1,1,0,0,1,0,1,1,1,Trung bình,66
26,81,82,5,0,5,0,1,1,1,1,1,0,1,2,2,0,1,Trung bình,67
30,94,52,8,1,4,1,1,0,1,1,1,1,0,0,2,0,3,Giỏi,71
28,76,60,9,1,2,1,1,1,1,1,0,1,0,0,0,1,1,Trung bình,66
30,96,52,10,0,4,2,1,1,1,1,2,2,0,1,1,0,3,Giỏi,74
24,70,59,8,2,5,1,2,0,0,1,0,2,0,0,2,1,1,Trung bình,67
20,71,93,6,2,2,2,1,0,2,1,1,0,0,2,2,1,2,Khá,68
10,62,87,6,2,3,1,1,0,2,1,0,1,0,0,2,1,0,Yếu,61
19,92,67,8,2,2,1,2,0,1,1,1,0,0,0,2,0,2,Khá,69
15,77,95,7,4,4,0,1,1,0,1,0,2,0,0,1,1,0,Yếu,65
33,69,83,7,2,2,1,2,1,1,1,1,1,0,2,2,1,3,Giỏi,71
19,69,72,7,1,2,1,0,0,1,1,0,2,0,0,0,0,0,Yếu,61
21,96,53,9,0,3,1,2,1,1,1,0,1,0,1,2,1,3,Giỏi,70
23,93,87,6,2,3,1,0,0,1,1,1,1,0,0,1,1,3,Giỏi,70
20,82,69,9,1,3,1,2,1,0,1,1,2,0,1,2,1,2,Khá,69
30,85,65,7,2,3,2,0,1,2,1,0,0,0,0,2,0,3,Giỏi,70
16,79,64,6,4,4,2,1,1,1,1,0,2,1,1,2,1,1,Trung bình,67
21,76,50,6,2,4,0,1,0,0,1,0,0,0,2,1,0,0,Yếu,63
16,97,87,7,1,3,1,1,0,1,1,2,1,0,0,2,0,3,Giỏi,70
12,65,57,8,1,5,1,1,0,1,1,2,2,1,0,2,0,0,Yếu,61
16,77,76,6,1,1,0,2,1,0,1,0,1,0,2,1,0,0,Yếu,64
20,74,51,8,2,3,1,1,1,2,1,1,0,0,1,2,1,0,Yếu,65
17,80,81,6,1,1,1,1,0,1,1,1,1,0,1,0,1,0,Yếu,65
16,78,68,7,3,3,1,0,1,2,1,0,2,0,2,0,0,1,Trung bình,66
12,81,82,5,1,3,2,2,1,0,1,1,2,0,0,0,0,1,Trung bình,66
20,66,54,8,2,2,0,1,1,1,1,1,2,0,2,2,1,0,Yếu,63
11,81,63,7,3,2,0,2,1,1,1,1,1,0,2,2,1,1,Trung bình,66
25,70,56,9,0,1,1,1,1,2,1,0,2,0,0,0,1,0,Yếu,64
20,67,82,8,3,4,2,0,0,1,1,0,1,1,0,2,1,0,Yếu,65
11,63,55,7,3,1,2,1,0,0,1,2,2,0,2,2,1,0,Yếu,62
18,91,81,9,4,5,0,2,1,2,1,2,1,0,0,1,1,3,Giỏi,71
15,77,57,8,1,2,1,1,1,0,1,0,1,0,1,2,1,0,Yếu,63
22,85,97,9,0,3,1,2,0,2,1,1,0,0,1,1,1,3,Giỏi,70
28,89,71,6,2,4,1,0,1,0,1,0,1,0,1,1,1,3,Giỏi,70
9,87,56,8,1,3,1,1,0,1,1,1,2,0,1,1,0,0,Yếu,65
21,79,52,8,1,3,2,2,1,1,1,0,1,1,0,2,0,1,Trung bình,66
19,76,66,5,2,4,1,0,1,1,1,1,2,0,1,2,0,1,Trung bình,66
24,75,95,9,0,2,1,0,0,2,1,1,2,0,1,2,1,2,Khá,68
21,86,57,5,1,3,2,2,0,1,1,0,0,0,0,2,1,2,Khá,68
15,80,90,5,4,3,2,1,1,1,1,1,1,0,0,2,0,2,Khá,69
18,94,71,4,3,3,1,1,1,1,1,2,2,0,1,2,0,3,Giỏi,71
15,95,90,8,2,1,1,1,1,0,1,0,0,0,2,2,1,2,Khá,69
26,67,94,5,0,2,1,2,1,1,1,1,2,0,1,2,1,2,Khá,68
20,65,100,6,2,5,1,2,1,1,1,0,1,0,0,1,1,1,Trung bình,67
31,85,53,8,2,3,2,1,0,1,1,0,2,0,0,2,1,3,Giỏi,72
20,72,90,7,2,3,2,1,1,2,1,1,1,0,0,2,1,2,Khá,68
16,61,53,6,0,4,2,1,1,0,1,2,2,1,0,1,0,0,Yếu,60
11,96,66,5,2,4,1,2,0,2,1,0,1,0,0,1,1,2,Khá,68
9,69,82,7,1,2,2,1,1,2,1,2,2,0,0,2,0,0,Yếu,65
10,97,72,8,0,3,0,2,0,2,1,0,1,0,2,1,0,1,Trung bình,67
22,89,78,8,4,3,0,1,0,0,1,2,2,0,0,2,0,3,Giỏi,70
23,91,98,10,0,3,1,0,1,2,1,0,0,0,0,2,0,3,Giỏi,70
11,68,91,6,3,2,1,1,0,0,1,0,0,0,1,0,0,0,Yếu,61
25,69,68,5,2,4,2,0,1,1,1,2,2,0,1,0,1,2,Khá,68
17,81,80,7,1,3,1,2,0,2,1,0,0,0,2,2,0,1,Trung bình,67
21,67,52,7,3,3,1,2,0,1,1,0,0,1,0,1,0,0,Yếu,62
30,72,73,7,0,4,1,0,0,1,1,2,1,0,0,1,1,1,Trung bình,66
25,73,80,6,3,2,2,1,1,1,1,2,2,0,0,0,0,2,Khá,69
18,66,86,4,2,4,1,2,1,1,1,1,0,0,1,2,0,1,Trung bình,66
15,68,95,5,0,5,1,1,1,1,1,2,0,0,1,2,0,0,Yếu,64
7,92,64,8,1,4,2,1,0,2,1,0,1,0,2,2,1,1,Trung bình,66
16,67,95,7,2,5,1,1,0,0,1,1,1,1,0,2,1,0,Yếu,63
19,61,83,8,1,3,0,2,1,0,1,1,0,0,0,2,1,0,Yếu,62
14,85,54,8,1,4,1,1,1,0,1,2,0,0,2,1,1,0,Yếu,65
19,99,69,8,0,2,0,2,0,0,1,2,0,0,0,1,1,2,Khá,68
20,73,74,8,1,4,2,2,1,0,1,0,0,0,0,1,1,0,Yếu,65
19,65,68,7,1,4,1,2,1,0,1,0,1,0,1,2,0,0,Yếu,63
16,83,56,7,3,2,2,2,1,1,1,1,0,0,0,2,1,2,Khá,68
21,96,78,4,2,2,1,2,1,0,1,2,2,0,0,2,1,3,Giỏi,72
23,91,57,6,2,3,2,0,0,1,1,0,2,0,0,2,1,2,Khá,69
13,85,96,6,1,5,0,1,0,0,1,0,2,0,2,0,1,1,Trung bình,66
28,73,93,7,2,3,0,0,1,2,1,0,1,0,1,2,1,2,Khá,68
19,82,74,6,1,2,0,0,0,1,1,1,1,0,0,1,1,0,Yếu,64
20,64,53,8,1,2,1,0,1,0,1,0,2,0,0,2,1,0,Yếu,61
24,87,78,6,0,2,0,1,0,2,1,0,1,1,2,2,1,1,Trung bình,67
21,89,80,9,0,3,1,0,1,1,1,1,1,0,2,1,1,2,Khá,68
26,99,94,6,2,3,1,1,0,2,1,1,2,0,0,2,1,3,Giỏi,74
22,70,53,6,3,2,1,2,1,1,1,1,2,0,0,2,0,1,Trung bình,67
16,61,85,6,2,3,1,2,1,1,1,1,2,0,0,2,1,0,Yếu,64
22,82,78,6,3,3,0,2,0,1,1,1,1,0,0,1,1,2,Khá,69
13,88,59,9,0,3,2,1,1,1,1,0,0,1,0,0,0,0,Yếu,63
21,92,56,7,0,4,1,1,0,1,1,0,1,0,0,1,0,1,Trung bình,67
20,68,85,7,1,3,2,1,1,1,1,1,1,0,1,0,1,0,Yếu,65
19,70,67,6,5,4,1,1,1,1,1,1,2,0,2,1,0,1,Trung bình,67
19,81,100,7,1,5,2,1,0,1,1,0,0,0,2,1,0,2,Khá,68
9,73,95,7,3,3,1,0,1,1,0,0,0,0,2,2,1,0,Yếu,62
17,94,78,7,1,3,2,1,1,1,1,0,1,0,1,2,0,3,Giỏi,70
21,79,82,7,1,3,0,2,1,1,1,2,0,0,0,2,0,1,Trung bình,67
21,92,58,9,2,5,2,2,1,1,1,2,1,0,0,1,0,3,Giỏi,89
14,83,95,7,1,2,2,1,1,0,1,0,1,1,0,2,0,0,Yếu,65
28,91,73,5,2,2,0,1,1,1,0,1,1,0,0,2,0,2,Khá,69
15,73,76,7,2,4,1,1,0,2,1,0,2,0,0,0,0,0,Yếu,64
26,93,94,6,6,4,2,0,0,1,1,2,0,0,0,2,0,3,Giỏi,74
23,71,50,8,0,2,1,2,0,1,1,2,2,0,0,0,0,0,Yếu,64
16,82,75,7,0,2,0,2,0,1,1,0,0,0,2,1,0,0,Yếu,64
31,69,81,9,2,2,1,0,1,1,1,1,0,0,1,2,1,1,Trung bình,67
13,79,58,6,2,4,0,0,1,2,1,1,2,0,1,1,1,0,Yếu,63
26,73,53,7,3,5,2,1,1,0,1,1,1,0,0,1,0,2,Khá,68
26,71,77,5,0,5,0,1,1,0,1,1,1,0,2,2,1,1,Trung bình,66
16,99,77,7,0,3,0,2,1,2,1,0,1,1,0,1,0,2,Khá,68
28,66,67,5,1,1,1,2,0,1,1,2,2,0,2,1,0,2,Khá,68
18,91,94,7,3,2,1,1,0,1,1,0,1,0,0,2,0,2,Khá,69
22,99,65,7,3,3,2,0,0,1,1,0,1,0,2,2,0,3,Giỏi,71
22,61,76,7,1,3,0,2,1,1,1,2,2,0,1,2,0,0,Yếu,65
19,88,59,8,2,4,0,1,1,1,1,1,1,0,0,2,1,1,Trung bình,67
25,70,51,7,1,4,1,1,0,1,1,2,0,0,1,2,0,0,Yếu,65
25,62,71,5,0,4,2,1,0,1,1,0,2,0,0,1,1,0,Yếu,65
10,76,76,6,1,2,1,0,0,1,1,2,0,0,2,2,1,3,Giỏi,80
28,97,88,7,2,2,1,1,1,2,1,1,1,0,0,1,1,3,Giỏi,74
10,60,72,7,3,3,1,1,0,0,0,1,2,0,0,2,1,0,Yếu,59
26,84,64,7,2,3,1,1,0,0,1,2,1,0,0,2,1,2,Khá,69
27,80,80,9,0,2,1,0,1,1,1,2,1,1,0,1,1,1,Trung bình,66
13,95,69,7,1,2,1,1,1,1,1,0,2,1,2,1,0,1,Trung bình,66
18,63,62,8,2,4,2,2,0,1,1,2,2,0,0,2,0,0,Yếu,65
13,87,96,4,3,3,2,1,1,0,1,0,1,1,1,2,1,1,Trung bình,67
19,87,77,8,3,4,2,2,0,0,1,0,1,0,0,1,1,2,Khá,69
18,87,60,10,2,3,1,0,1,2,1,1,2,0,0,2,0,2,Khá,68
25,98,84,9,1,2,1,1,1,1,1,1,1,0,2,2,0,3,Giỏi,73
28,93,90,6,1,2,0,2,1,1,1,0,2,1,0,2,0,3,Giỏi,71
28,62,88,10,0,2,2,1,1,1,1,0,2,1,2,1,1,1,Trung bình,67
17,79,80,7,1,3,1,1,1,0,1,2,2,0,1,2,0,1,Trung bình,67
19,76,76,7,0,2,2,0,0,1,1,2,1,0,2,2,1,1,Trung bình,66
10,72,89,7,3,4,1,0,0,1,1,1,0,0,1,2,0,0,Yếu,63
15,78,85,7,1,1,2,2,0,1,0,2,0,0,0,0,1,0,Yếu,65
26,75,79,4,2,1,1,0,1,1,1,2,0,0,1,2,1,1,Trung bình,67
30,77,83,8,1,3,1,0,1,1,1,0,2,0,1,2,1,2,Khá,69
13,99,58,7,1,2,1,1,1,1,1,0,1,0,0,2,1,1,Trung bình,67
